Project_ID,Project_Name,Project_Type,Scope_Complexity,Estimated_Cost_USD,Resource_Allocation_Score,Risk_Assessment_Score,Environmental_Impact_Score,Historical_Cost_Deviation_%,Stakeholder_Priority_Score,Time_Estimate_Days,Feasibility_Label,Scope_Complexity_Numeric,Unnamed: 13,Unnamed: 14,Engineered_Area,Site_Prep_Planned_Cost,Site_Prep_Planned_Days,Site_Prep_Stage_Risk,Foundations_Planned_Cost,Foundations_Planned_Days,Foundations_Stage_Risk,Structure_Planned_Cost,Structure_Planned_Days,Structure_Stage_Risk,Systems_Planned_Cost,Systems_Planned_Days,Systems_Stage_Risk,Finishing_Planned_Cost,Finishing_Planned_Days,Finishing_Stage_Risk
P0583,Dam Reinforcement,Road,Low,3007635,71,30,66,3.22,0.86,557,Feasible,1,,,5162.58,656669.37,186,52.12,453538.6,109,41.82,869755.81,142,23.64,431506.57,62,17.96,596164.64,58,14.46
P0584,Urban Flyover,Water Infra,High,2226607,87,90,81,2.46,0.59,138,Feasible,3,,,1088.38,283155.46,22,100.0,384266.71,30,100.0,860261.6,40,62.03,516451.96,26,68.4,182471.27,19,94.59
P0585,Smart Solar Grid,Road,Low,5063960,66,43,73,0.09,0.95,344,Not Feasible,1,,,13002.68,1344194.55,120,77.25,745054.12,57,50.4,1265409.06,78,38.01,660771.52,43,26.37,1048530.75,46,22.97
P0586,Dam Reinforcement,Water Infra,Medium,4264908,72,81,48,2.35,0.91,225,Not Feasible,2,,,1945.95,614195.55,34,91.09,834790.5,51,100.0,1555405.21,71,47.2,871510.57,41,74.02,389006.17,28,83.3
P0587,Dam Reinforcement,Road,Low,5260538,73,35,41,1.38,0.58,173,Not Feasible,1,,,9748.6,1426632.62,65,62.85,821663.17,30,43.84,1248948.97,37,32.47,718734.63,20,17.48,1044558.61,20,18.37
P0588,Highway Expansion,Power Plant,Low,2612818,99,39,84,6.12,0.94,597,Not Feasible,1,,,351.08,201814.17,75,32.79,272179.96,101,43.53,425594.58,118,24.56,1374481.25,210,51.84,338748.05,93,42.28
P0589,Urban Flyover,Water Infra,Medium,3275504,57,59,48,1.67,0.64,579,Not Feasible,2,,,1739.58,334996.69,95,68.31,544328.38,132,80.89,1399700.67,178,38.82,705735.46,100,52.61,290742.8,74,54.37
P0590,Highway Expansion,Building,Low,4225187,90,50,67,5.29,0.54,513,Feasible,1,,,1412.52,232342.03,53,44.05,536596.47,62,89.5,1136728.38,123,42.3,1409168.8,130,51.68,910351.32,144,22.47
P0591,Dam Reinforcement,Bridge,Medium,5604299,55,89,24,5.9,0.83,345,Feasible,2,,,1112.52,426047.77,27,66.6,1139113.4,81,100.0,2455525.53,137,100.0,920832.49,55,60.81,662779.82,45,32.06
P0592,Dam Reinforcement,Water Infra,Low,5660456,54,92,54,2.98,0.83,519,Not Feasible,1,,,2836.38,818393.69,90,100.0,872159.94,116,100.0,2270692.48,157,61.81,1173191.03,89,71.72,526018.86,67,90.2
P0593,Urban Flyover,Bridge,High,6968136,93,71,93,0.35,0.55,479,Feasible,3,,,1095.05,519907.66,37,48.3,1638323.05,131,100.0,2919151.18,173,100.0,767911.69,75,46.76,1122842.43,62,31.83
P0594,Industrial Complex,Road,Medium,5098502,78,80,90,0.37,0.66,549,Not Feasible,2,,,7417.71,1029922.24,196,100.0,882920.19,104,100.0,1512336.47,121,73.26,596026.75,67,41.01,1077296.35,61,35.6
P0595,Industrial Complex,Road,High,4621581,77,93,65,0.26,1.0,532,Borderline,3,,,8074.46,1238894.51,176,100.0,648961.15,103,100.0,1127988.7,122,88.67,573849.22,76,45.43,1031887.42,55,41.18
P0596,Dam Reinforcement,Road,Low,5246238,60,85,54,7.39,0.84,134,Not Feasible,1,,,10779.8,1417968.59,49,100.0,811492.12,23,100.0,1292361.45,30,77.75,538458.99,15,41.33,1185956.84,16,49.27
P0597,Dam Reinforcement,Road,Medium,6963135,50,70,64,3.18,0.87,167,Feasible,2,,,12325.62,1739300.32,62,100.0,1069915.19,29,91.59,1808359.68,35,55.88,699481.32,17,43.92,1646078.5,24,42.36
P0598,Highway Expansion,Road,Low,1425523,92,61,32,7.96,0.61,258,Not Feasible,1,,,2372.72,384981.96,86,100.0,234381.58,49,79.37,346347.05,66,50.84,143027.55,29,35.59,316784.86,28,36.32
P0599,Highway Expansion,Power Plant,High,6034834,68,44,29,4.32,0.54,153,Not Feasible,3,,,704.08,350955.15,24,37.73,703602.99,29,47.67,1011409.99,30,32.05,3328990.74,48,56.32,639875.13,22,46.23
P0600,Highway Expansion,Bridge,Low,4599865,58,91,85,4.53,0.64,539,Borderline,1,,,1019.57,270582.18,47,71.62,1089919.56,154,100.0,2056650.17,194,100.0,631993.16,77,55.47,550719.93,68,27.59
P0601,Smart Solar Grid,Water Infra,Low,5199790,76,56,89,5.13,0.62,533,Feasible,1,,,2555.45,715168.11,106,68.43,1035780.97,116,75.84,2066437.69,154,37.75,1100065.57,90,44.53,282337.66,67,53.45
P0602,Dam Reinforcement,Power Plant,Low,6382287,83,57,91,7.13,0.62,474,Feasible,1,,,1013.8,537072.58,56,44.51,797478.35,90,60.25,1110613.57,83,38.88,3207591.33,178,74.72,729531.16,67,66.63
P0603,Smart Solar Grid,Power Plant,High,6067636,93,93,44,2.74,0.6,576,Borderline,3,,,919.84,565630.4,69,76.07,760243.09,119,100.0,1104411.85,93,59.51,2756098.56,227,100.0,881252.1,68,100.0
P0604,Industrial Complex,Power Plant,High,2039458,53,88,63,1.22,0.79,329,Feasible,3,,,289.94,177312.85,51,72.84,266553.34,62,90.49,302175.95,55,60.99,1094518.42,117,100.0,198897.44,44,100.0
P0605,Dam Reinforcement,Power Plant,Medium,4772811,85,87,79,5.56,0.66,138,Feasible,2,,,749.0,351229.9,20,69.15,615432.55,22,92.3,966827.89,23,57.64,2314838.29,56,100.0,524482.37,18,100.0
P0606,Dam Reinforcement,Power Plant,Low,3317336,67,31,66,3.27,0.91,315,Feasible,1,,,503.78,224870.51,46,27.8,434065.48,47,35.21,573558.75,49,19.12,1740105.15,134,39.44,344736.12,40,33.42
P0607,Urban Flyover,Bridge,Low,5160435,64,65,59,4.42,0.59,445,Not Feasible,1,,,1082.52,355509.87,36,43.66,1253777.59,126,100.0,2021354.84,163,92.82,764101.96,63,47.14,765690.74,57,29.42
P0608,Dam Reinforcement,Water Infra,Medium,3763642,62,42,26,6.47,0.73,234,Feasible,2,,,1860.86,553711.25,37,51.54,656503.38,57,56.8,1439611.46,75,27.28,920052.22,38,34.32,193763.69,27,40.05
P0609,Industrial Complex,Bridge,Low,2809891,68,44,65,4.94,0.51,536,Feasible,1,,,456.55,235545.86,53,34.82,485596.61,160,73.5,1316350.47,191,65.72,407630.8,67,27.57,364767.26,65,18.4
P0610,Dam Reinforcement,Water Infra,Low,4788340,98,89,42,6.2,0.74,471,Borderline,1,,,2007.34,661055.11,84,95.05,941913.76,100,100.0,1970429.55,148,61.73,832963.13,86,81.09,381978.44,54,89.33
P0611,Smart Solar Grid,Power Plant,Low,3419862,55,51,65,5.44,0.53,583,Not Feasible,1,,,385.59,181059.87,76,38.2,387820.59,91,57.48,527994.74,97,34.8,1875974.22,228,66.72,447012.59,92,57.79
P0612,Dam Reinforcement,Power Plant,Low,1197775,97,92,32,7.4,0.99,194,Feasible,1,,,152.97,118692.2,21,81.84,145974.25,33,97.87,239169.32,35,57.53,561502.9,69,100.0,132436.33,35,100.0
P0613,Smart Solar Grid,Road,Low,3386488,61,54,40,7.06,0.9,269,Feasible,1,,,7473.41,821041.24,99,98.2,535225.14,42,69.78,909895.65,61,48.41,443817.25,31,30.5,676508.72,35,23.12
P0614,Highway Expansion,Building,High,1787494,86,77,20,5.34,0.75,155,Feasible,3,,,747.95,103340.65,11,74.71,253330.98,18,100.0,441696.91,36,45.86,605130.7,41,91.34,383994.76,49,41.69
P0615,Highway Expansion,Building,High,6851244,66,72,38,6.79,0.54,361,Borderline,3,,,2170.3,531833.79,31,63.14,1174039.86,54,100.0,1644524.69,63,45.29,2002983.67,101,89.49,1497862.0,113,44.89
P0616,Urban Flyover,Bridge,High,6332660,72,67,79,8.74,0.8,270,Not Feasible,3,,,1372.93,411113.22,23,45.77,1250209.95,77,100.0,2831533.81,105,100.0,924540.07,36,45.48,915262.95,30,30.52
P0617,Dam Reinforcement,Bridge,Medium,2201193,75,70,52,4.32,0.88,182,Feasible,2,,,442.73,161377.86,15,55.84,523231.6,44,100.0,943827.92,69,100.0,305437.16,32,44.48,267318.46,23,24.08
P0618,Highway Expansion,Water Infra,Medium,4943334,78,74,23,4.13,0.6,273,Not Feasible,2,,,1923.11,701064.78,52,83.24,1019202.69,61,98.44,1893958.89,73,45.22,1052248.76,47,67.03,276858.88,40,76.06
P0619,Highway Expansion,Road,High,4009758,82,69,22,7.64,0.78,307,Not Feasible,3,,,13085.68,789832.59,95,100.0,735910.59,49,92.51,1073811.48,75,61.64,554393.2,44,34.62,855810.14,44,31.96
P0620,Urban Flyover,Water Infra,Medium,6083769,76,46,71,5.83,0.91,342,Feasible,2,,,2614.55,915951.7,58,51.47,1140368.84,82,61.34,2664839.87,96,31.1,975915.23,62,41.73,386693.35,44,44.36
P0621,Urban Flyover,Road,High,1533636,74,86,47,0.71,0.88,212,Feasible,3,,,3063.25,324803.88,77,100.0,289109.19,34,97.89,447245.82,47,79.7,153500.84,31,54.27,318976.26,23,55.81
P0622,Dam Reinforcement,Building,Low,4038370,59,31,89,8.92,0.9,124,Not Feasible,1,,,1931.48,172608.23,11,28.46,601240.52,16,50.17,998900.89,21,19.15,1330364.56,35,38.51,935255.81,41,18.71
P0623,Smart Solar Grid,Building,Low,5232406,96,91,89,0.31,0.94,557,Borderline,1,,,1797.23,259682.05,33,83.81,669537.0,81,100.0,1348756.53,106,57.43,1525976.21,174,100.0,1428454.22,163,47.31
P0624,Dam Reinforcement,Road,Low,5268764,72,38,74,7.48,0.97,285,Feasible,1,,,12674.57,1095097.55,105,64.91,832027.49,41,47.76,1551639.99,65,29.36,553720.63,41,23.41,1236278.34,33,24.57
P0625,Smart Solar Grid,Water Infra,High,6607658,70,97,76,7.59,0.7,565,Feasible,3,,,3560.6,943020.42,108,100.0,1206646.33,130,100.0,2656990.68,158,58.97,1375001.13,104,91.08,425999.44,65,99.06
P0626,Urban Flyover,Bridge,Medium,4235658,70,46,35,9.53,0.78,144,Borderline,2,,,739.36,254829.8,13,31.63,1057608.77,43,80.11,1876089.35,48,66.82,546778.11,20,30.98,500351.97,19,20.46
P0627,Industrial Complex,Road,High,2776203,92,79,43,0.54,0.9,217,Not Feasible,3,,,5279.47,700202.66,82,100.0,468934.97,34,100.0,724786.81,49,70.79,299635.07,27,42.03,582643.49,25,45.55
P0628,Dam Reinforcement,Road,Medium,3276360,62,69,88,5.97,0.85,387,Feasible,2,,,4683.17,684863.35,132,100.0,571223.65,68,91.41,861679.81,80,54.52,468274.12,56,40.95,690319.07,52,34.66
P0629,Industrial Complex,Road,Medium,5408249,86,87,60,4.28,1.0,269,Feasible,2,,,14327.62,1342809.94,100,100.0,837665.42,48,99.49,1471324.56,56,78.26,605057.59,31,55.57,1151391.48,34,55.96
P0630,Smart Solar Grid,Water Infra,Low,5426219,82,50,96,3.31,0.51,512,Not Feasible,1,,,2816.38,723841.16,88,57.04,1098871.09,111,65.79,2135842.65,150,35.39,1096262.32,100,40.11,371401.78,63,51.67
P0631,Dam Reinforcement,Bridge,Low,3534629,73,47,66,0.9,0.68,371,Feasible,1,,,597.1,296926.19,36,37.08,731994.55,91,81.3,1545278.02,137,68.93,441163.83,58,31.71,519266.41,49,15.98
P0632,Industrial Complex,Water Infra,High,1525830,93,84,95,5.63,0.64,203,Not Feasible,3,,,639.34,179829.45,34,98.43,256349.52,44,100.0,665125.34,60,57.45,269213.97,43,64.73,155311.73,23,89.62
P0633,Industrial Complex,Power Plant,High,2332397,60,58,88,4.79,0.63,404,Not Feasible,3,,,266.03,110830.57,46,48.8,291364.31,63,64.45,436288.78,68,40.49,1178274.48,164,76.23,315638.86,63,60.03
P0634,Dam Reinforcement,Power Plant,Low,3136233,66,53,50,1.05,0.61,291,Feasible,1,,,382.62,276557.1,45,44.02,351464.85,58,57.71,574655.84,52,34.81,1605578.09,94,70.94,327977.12,43,57.51
P0635,Industrial Complex,Road,High,1718216,53,46,49,6.12,0.85,340,Feasible,3,,,3415.43,369844.07,115,77.46,289581.87,60,64.99,457138.83,85,37.79,184907.74,36,24.99,416743.49,44,24.77
P0636,Dam Reinforcement,Road,Low,6462810,96,47,37,7.38,0.54,228,Not Feasible,1,,,13818.16,1617264.93,78,79.44,1039755.61,40,60.97,1686589.02,52,37.11,714588.93,28,31.59,1404611.5,30,25.89
P0637,Industrial Complex,Road,High,5999801,74,71,63,7.67,0.87,146,Feasible,3,,,9089.84,1188553.32,51,100.0,1158597.17,24,93.3,1572311.14,35,61.65,784476.75,17,41.52,1295862.62,18,41.49
P0638,Urban Flyover,Bridge,Medium,1517313,79,74,46,9.05,0.85,365,Feasible,2,,,277.26,85255.45,30,54.61,355892.08,100,100.0,683696.32,128,100.0,169845.03,60,46.37,222624.12,47,24.54
P0639,Dam Reinforcement,Bridge,High,6457412,58,46,45,4.09,0.63,174,Borderline,3,,,1090.41,456448.59,13,32.36,1381649.97,48,85.91,2973597.95,72,68.86,915959.83,19,27.74,729755.66,23,15.13
P0640,Urban Flyover,Road,Low,4665060,70,43,79,9.53,0.63,584,Feasible,1,,,11122.14,960308.24,202,78.46,847688.14,95,56.13,1293995.92,151,36.48,539106.07,63,23.18,1023961.63,73,20.75
P0641,Highway Expansion,Bridge,High,4462565,69,78,37,8.65,0.81,252,Not Feasible,3,,,755.31,355087.8,22,61.65,808474.09,60,100.0,2228944.11,97,100.0,540540.77,37,48.9,529518.24,36,27.41
P0642,Urban Flyover,Building,Medium,2337682,68,58,75,2.97,0.88,171,Feasible,2,,,862.78,178953.75,16,47.31,303871.35,20,98.59,551744.53,42,44.04,804803.16,41,64.98,498309.21,52,35.08
P0643,Industrial Complex,Road,Medium,6271175,68,33,50,1.59,0.94,372,Feasible,2,,,13685.6,1360813.53,136,52.65,1160549.11,60,41.37,1609893.93,86,30.5,771750.64,38,18.97,1368167.78,52,21.51
P0644,Smart Solar Grid,Building,Medium,6256687,61,49,78,4.35,0.93,388,Feasible,2,,,2107.93,326144.07,38,45.53,702008.0,46,83.3,1635211.79,69,35.52,2091649.57,105,59.63,1501673.58,131,21.03
P0645,Urban Flyover,Water Infra,Low,2286643,86,76,21,4.02,0.98,417,Not Feasible,1,,,951.29,331583.96,71,88.21,375038.27,101,100.0,913107.04,117,46.04,456778.71,66,60.55,210135.02,62,80.69
P0646,Urban Flyover,Building,High,2533584,91,38,58,5.76,0.79,518,Feasible,3,,,833.27,141332.58,44,38.28,271229.74,79,66.57,591811.51,93,28.04,880318.44,157,40.75,648891.72,144,16.37
P0647,Urban Flyover,Water Infra,Low,1394540,66,56,80,5.83,0.95,198,Borderline,1,,,698.92,181858.66,36,67.7,279354.68,41,76.94,568426.19,57,33.44,265983.06,38,44.01,98917.41,26,57.91
P0648,Smart Solar Grid,Water Infra,Low,3615075,86,44,82,7.5,0.9,137,Feasible,1,,,1617.8,511347.86,23,49.93,685362.31,35,60.5,1552511.84,36,28.95,608390.59,23,37.56,257462.39,20,43.06
P0649,Smart Solar Grid,Road,Low,6409861,97,48,37,5.1,0.95,425,Not Feasible,1,,,10713.17,1368079.49,137,76.27,1131995.61,70,65.51,1578617.14,96,42.58,847803.9,67,28.91,1483364.86,55,26.73
P0650,Urban Flyover,Road,High,5939003,88,81,36,1.05,0.51,377,Not Feasible,3,,,14301.31,1263252.27,142,100.0,1006565.05,70,100.0,1507986.55,78,74.86,671173.03,37,44.18,1490026.09,50,38.43
P0651,Highway Expansion,Water Infra,Low,6146386,77,55,58,8.58,0.98,462,Borderline,1,,,2728.37,825399.63,78,62.14,995721.08,116,74.23,2597364.34,123,32.33,1260375.29,94,49.72,467525.65,50,56.58
P0652,Smart Solar Grid,Bridge,High,5442987,90,55,90,3.1,0.74,226,Feasible,3,,,1093.94,508307.64,21,38.89,959967.65,64,93.16,2294448.25,77,83.62,889153.96,29,33.14,791109.5,34,26.18
P0653,Smart Solar Grid,Power Plant,Medium,1026790,84,55,73,9.71,0.9,516,Feasible,2,,,140.17,73178.69,60,41.02,129426.64,87,60.96,188434.07,79,38.75,516624.27,200,72.64,119126.33,90,61.64
P0654,Smart Solar Grid,Building,High,2691738,96,75,95,1.18,0.56,571,Feasible,3,,,1201.85,175114.16,37,75.23,383428.6,80,100.0,768840.57,99,53.18,868109.54,144,77.68,496245.13,211,45.13
P0655,Dam Reinforcement,Water Infra,High,3908873,97,78,54,9.58,0.7,166,Feasible,3,,,1784.2,518235.86,29,97.04,656267.12,34,100.0,1677862.78,53,49.59,828067.64,31,60.2,228439.61,18,78.68
P0656,Urban Flyover,Power Plant,Low,1448345,67,82,30,0.91,0.64,365,Feasible,1,,,202.96,98903.06,42,64.45,167571.23,69,92.92,245058.72,64,58.47,752771.59,124,100.0,184040.39,66,92.25
P0657,Highway Expansion,Road,Medium,1749074,63,32,80,2.31,0.65,208,Feasible,2,,,3280.57,417652.01,74,52.18,300625.29,38,42.8,460310.25,41,27.88,183002.09,28,17.88,387484.37,28,19.25
P0658,Smart Solar Grid,Road,High,4685501,84,95,63,0.47,0.56,322,Feasible,3,,,13623.11,1206409.53,106,100.0,873659.41,55,100.0,1096788.62,75,86.54,485200.38,39,63.84,1023443.07,47,41.89
P0659,Dam Reinforcement,Water Infra,High,2879490,93,71,87,7.05,0.9,553,Not Feasible,3,,,1347.89,398253.27,104,78.0,525942.59,109,96.22,1134055.44,167,50.16,602558.99,100,53.82,218679.71,73,76.8
P0660,Industrial Complex,Bridge,Low,4887857,90,48,44,8.5,0.5,359,Feasible,1,,,970.02,329585.03,33,36.61,1245241.95,91,79.99,2025450.17,146,73.16,641387.37,42,31.15,646192.48,47,19.09
P0661,Industrial Complex,Water Infra,Medium,5984445,56,46,67,4.34,0.66,387,Feasible,2,,,2739.68,738667.08,72,54.47,1054681.63,91,64.08,2664279.33,128,25.68,1072821.2,57,40.67,453995.75,38,45.09
P0662,Smart Solar Grid,Building,Low,4176083,90,62,51,9.29,0.59,132,Not Feasible,1,,,2060.42,309816.89,13,56.39,604916.11,19,100.0,1056833.55,25,43.44,1148004.16,32,68.77,1056512.29,43,39.83
P0663,Highway Expansion,Power Plant,Low,2454908,62,78,23,5.9,0.79,256,Feasible,1,,,336.83,247951.61,30,57.72,265945.86,44,89.07,448021.53,49,47.83,1201027.34,94,100.0,291961.66,39,92.63
P0664,Highway Expansion,Bridge,Low,3253694,67,85,57,6.3,0.63,434,Feasible,1,,,706.56,198961.69,39,61.46,780927.68,117,100.0,1422393.89,177,100.0,438421.69,49,59.67,412989.04,52,35.34
P0665,Urban Flyover,Water Infra,Low,4319144,86,92,82,8.45,0.63,292,Borderline,1,,,2031.7,605931.18,60,100.0,817151.1,70,100.0,1735753.22,81,55.72,850203.17,50,79.9,310105.33,32,98.76
P0666,Smart Solar Grid,Building,High,1305062,62,32,66,2.97,0.74,349,Feasible,3,,,423.2,67412.85,29,26.02,224311.58,57,51.98,386794.27,61,27.08,337661.62,92,38.47,288881.68,111,16.45
P0667,Industrial Complex,Building,Medium,6806466,85,78,20,3.54,0.83,317,Feasible,2,,,2285.59,488141.7,32,63.85,1043480.7,42,100.0,2157110.32,60,62.01,1640112.65,75,86.48,1477620.64,108,41.31
P0668,Urban Flyover,Bridge,Medium,6744588,80,84,22,9.06,0.56,362,Feasible,2,,,1427.62,380512.91,37,63.0,1622016.65,99,100.0,2844324.93,130,100.0,945710.78,54,50.28,952022.73,42,38.95
P0669,Highway Expansion,Building,Low,6060955,51,55,81,9.01,0.59,162,Not Feasible,1,,,2216.83,260476.93,16,42.28,890290.67,26,91.18,1867692.94,30,42.3,1634600.59,40,68.0,1407893.86,51,31.23
P0670,Urban Flyover,Building,Low,6304509,65,81,83,9.76,0.62,449,Borderline,1,,,2078.36,351583.19,42,73.36,797350.73,70,100.0,1839358.04,85,68.42,2080229.06,128,82.79,1235987.99,124,44.28
P0671,Industrial Complex,Building,High,5949499,58,36,36,9.02,0.99,398,Not Feasible,3,,,2589.99,389498.09,31,32.1,877243.18,42,63.0,1357355.44,95,24.6,2276402.36,106,40.94,1048999.92,124,19.36
P0672,Highway Expansion,Building,Low,3387312,58,75,97,1.27,0.7,198,Borderline,1,,,1082.37,163562.92,11,60.27,506896.51,22,100.0,991869.96,40,63.89,1106668.76,57,93.88,618313.85,68,29.01
P0673,Dam Reinforcement,Water Infra,Low,4693976,87,75,81,8.24,0.8,548,Feasible,1,,,1981.44,669952.47,85,84.31,886541.99,130,100.0,1780497.26,177,38.62,1109599.02,90,67.58,247385.25,66,80.74
P0674,Dam Reinforcement,Bridge,High,5408224,60,45,54,4.1,0.62,398,Feasible,3,,,1109.92,324891.69,36,33.72,1341302.14,99,78.39,2484115.28,141,68.95,626300.28,62,27.05,631614.61,60,16.89
P0675,Smart Solar Grid,Power Plant,Medium,5035493,71,53,32,9.91,0.75,351,Feasible,2,,,786.35,354874.28,48,43.62,584359.98,55,57.51,811015.21,69,35.5,2758593.83,118,66.95,526649.7,60,61.43
P0676,Urban Flyover,Power Plant,Medium,4388532,82,90,54,4.72,0.54,220,Feasible,2,,,492.39,322885.61,32,68.88,677411.24,39,95.42,696774.96,43,67.56,2179991.48,74,100.0,511468.71,32,99.63
P0677,Highway Expansion,Building,Low,2425541,85,83,62,5.54,0.52,281,Borderline,1,,,869.86,99694.91,20,73.78,305601.1,32,100.0,704190.16,57,68.15,685554.08,78,100.0,630500.76,94,34.26
P0678,Smart Solar Grid,Water Infra,Medium,6703737,94,91,21,5.3,0.73,263,Borderline,2,,,2633.78,755735.66,46,100.0,1275248.88,62,100.0,2453537.48,68,52.63,1641135.54,47,69.88,578079.43,39,95.91
P0679,Urban Flyover,Building,Medium,2871403,72,30,75,3.22,0.7,566,Not Feasible,2,,,1155.75,133553.31,59,27.37,301962.78,73,48.97,824741.06,98,22.78,939145.61,133,32.01,672000.25,202,18.88
P0680,Industrial Complex,Building,Medium,6747372,94,78,96,0.75,0.57,228,Borderline,2,,,3247.04,381284.78,25,74.34,808041.91,31,100.0,1689550.95,47,54.35,2236604.02,64,93.33,1631890.34,62,32.32
P0681,Highway Expansion,Water Infra,High,5848287,94,54,70,8.96,0.84,554,Not Feasible,3,,,3171.44,822716.66,81,61.15,1032663.67,122,72.05,2277338.25,179,38.37,1389634.89,102,49.86,325933.53,70,48.57
P0682,Urban Flyover,Road,Medium,6658796,83,39,73,8.03,1.0,352,Feasible,2,,,11058.83,1783431.54,124,68.93,965310.96,60,49.49,1594233.2,85,35.64,870218.25,45,25.2,1445602.05,38,15.73
P0683,Highway Expansion,Bridge,Low,1821052,58,45,35,1.4,0.7,230,Feasible,1,,,379.61,115278.05,18,33.18,342145.79,68,75.59,843051.79,80,69.25,278425.87,34,25.98,242150.5,30,21.0
P0684,Urban Flyover,Power Plant,Low,2807150,73,87,37,7.77,0.81,535,Feasible,1,,,426.39,265234.85,62,69.19,365240.58,80,100.0,460675.11,97,58.15,1326344.64,221,100.0,389654.82,76,92.98
P0685,Industrial Complex,Water Infra,High,3225300,57,58,26,6.26,0.98,541,Feasible,3,,,1736.75,439033.25,84,70.87,592303.3,115,78.28,1195836.82,161,32.68,704715.61,104,48.86,293411.02,77,59.31
P0686,Highway Expansion,Power Plant,Low,2855567,56,35,64,4.09,0.92,351,Feasible,1,,,397.03,273425.69,51,26.44,313901.38,67,37.89,514880.73,61,24.05,1455325.41,105,45.1,298033.79,68,41.51
P0687,Dam Reinforcement,Water Infra,High,2534837,85,45,55,2.54,0.73,559,Feasible,3,,,980.94,326981.34,96,54.51,434160.65,121,60.55,1010968.5,169,30.09,536996.36,110,37.91,225730.15,63,41.94
P0688,Industrial Complex,Water Infra,Low,4501268,67,49,60,8.6,0.87,357,Not Feasible,1,,,1816.27,553986.34,55,58.03,728837.63,76,65.16,1981415.57,124,31.41,971791.72,63,43.39,265236.75,39,47.01
P0689,Urban Flyover,Road,Low,4338442,52,72,61,7.0,0.56,316,Not Feasible,1,,,10748.54,1073163.94,117,100.0,690015.31,54,82.67,1175265.14,62,64.67,446591.91,42,41.16,953405.7,41,46.87
P0690,Highway Expansion,Building,Low,5926203,77,55,26,5.48,0.76,392,Borderline,1,,,1858.75,238139.61,36,50.71,762379.54,44,85.6,1522382.61,95,34.38,1877149.65,95,67.83,1526151.59,122,36.47
P0691,Industrial Complex,Bridge,Medium,5454051,55,62,34,6.1,0.64,205,Feasible,2,,,978.07,362211.88,15,42.92,1251970.99,52,100.0,2331136.99,78,98.48,657063.09,27,43.64,851668.05,33,20.15
P0692,Urban Flyover,Road,High,5809954,93,55,79,0.91,0.58,414,Not Feasible,3,,,9663.76,1228518.65,152,98.24,964319.08,64,69.09,1547082.02,91,42.49,620500.12,48,30.5,1449534.13,58,34.67
P0693,Dam Reinforcement,Power Plant,Low,1423570,93,74,59,4.74,0.71,160,Borderline,1,,,176.17,116588.04,21,53.89,137865.85,32,79.64,245921.76,25,50.68,739319.33,59,97.94,183875.02,22,87.85
P0694,Dam Reinforcement,Bridge,Low,3373139,70,92,56,1.94,0.57,167,Feasible,1,,,539.03,237961.63,16,69.43,824035.98,37,100.0,1485743.24,68,100.0,350207.78,24,62.88,475190.38,22,31.78
P0695,Urban Flyover,Building,Low,6221816,77,96,85,2.08,0.85,585,Not Feasible,1,,,2431.41,318696.1,33,89.15,979343.02,59,100.0,1746551.18,139,80.53,2045068.07,167,100.0,1132157.63,186,54.92
P0696,Dam Reinforcement,Road,High,1858158,89,81,74,6.61,0.73,531,Not Feasible,3,,,5578.87,379070.73,198,100.0,350316.05,84,98.84,474149.15,122,65.32,234945.43,65,52.1,419676.65,61,45.8
P0697,Industrial Complex,Water Infra,Medium,3114792,50,97,96,9.11,0.77,196,Feasible,2,,,1543.55,366825.44,31,100.0,637801.75,46,100.0,1264087.7,55,59.91,652056.78,39,76.09,194020.33,24,100.0
P0698,Dam Reinforcement,Power Plant,High,1052528,85,55,99,4.04,0.57,297,Not Feasible,3,,,148.64,90148.17,30,48.29,139913.05,53,62.41,184420.74,46,33.9,496577.46,111,72.89,141468.59,56,57.52
P0699,Smart Solar Grid,Road,High,2873421,70,31,75,2.08,0.57,376,Not Feasible,3,,,4746.23,709055.11,126,53.48,474772.98,71,43.58,767363.06,78,25.73,271114.97,54,17.07,651114.89,46,15.13
P0700,Dam Reinforcement,Road,Medium,3598260,92,43,63,6.49,0.79,236,Feasible,2,,,5546.28,921090.27,90,74.35,632721.0,37,48.28,854269.82,53,37.56,360012.56,30,26.95,830166.36,26,27.85
P0701,Smart Solar Grid,Bridge,Medium,2417077,84,59,76,8.71,0.99,553,Feasible,2,,,532.56,194792.8,37,45.47,441975.54,130,100.0,1120890.88,250,90.64,283512.18,70,33.91,375905.6,65,23.66
P0702,Highway Expansion,Power Plant,Low,6967106,62,78,25,7.48,0.55,138,Feasible,1,,,851.37,546713.29,18,63.16,1021360.0,27,83.68,1171509.87,23,53.23,3536418.59,46,100.0,691104.24,23,88.76
P0703,Industrial Complex,Power Plant,High,4295887,98,41,51,8.69,0.64,178,Borderline,3,,,501.48,270297.44,22,33.97,550211.21,26,46.52,763911.58,30,24.87,2249349.02,75,54.25,462117.74,24,45.39
P0704,Highway Expansion,Power Plant,High,4318230,59,73,93,5.37,0.93,315,Borderline,3,,,711.14,264084.16,36,58.3,609537.45,45,79.86,662457.05,57,49.39,2214993.56,120,94.0,567157.78,56,83.46
